external_id,provider_external_id,provider_name,provider_match,parent_provider_canonical,resource_name,legacy_schema_category,category,current_app_category,subcategory,legacy_subcategory,street,city,state,zip,phone,email,website,hours_summary,description,eligibility_notes,service_area,walk_ins_accepted,requires_id,requires_referral,beds_total,beds_available,availability_status,verification_status,is_active,source_urls,source_type,confidence,lat,lng,geocode_status,is_map_ready,import_priority,import_status,import_notes,access_type,geocode_source_url,population_served,provider_type,facility_features,tags
resource_feeding_tampa_bay_bistro_at_causeway_center,provider_feeding_tampa_bay,Feeding Tampa Bay,Feeding Tampa Bay,Feeding Tampa Bay,Bistro at Causeway Center,food,food,food,hot_meal,free_meal,3624 Causeway Blvd,Tampa,FL,33619,,,https://feedingtampabay.org/,,Free meal / bistro food service candidate.,Confirm current schedule and public access before import.,Hillsborough County,true,,,unknown,pending,true,https://feedingtampabay.org/,county_directory + official,medium,27.93536,-82.37841,zip_centroid_estimate,true,medium,ready_for_import,,physical_site,,general,nonprofit,,walk_in_friendly
resource_careersource_tampa_bay_tarpon_springs_center,provider_careersource_tampa_bay,CareerSource Tampa Bay,CareerSource Tampa Bay,CareerSource Tampa Bay,Tarpon Springs Center,work_exchange,employment,work_exchange,career_center,career_center,,Tarpon Springs,FL,34689,813-930-7400,,https://www.careersourcetampabay.com/,,Career center / employment resource.,Verify address and hours before import.,Pinellas County,true,,,unknown,pending,true,https://www.careersourcetampabay.com/locations/,official,high,28.14971,-82.75956,zip_centroid_estimate,true,high,ready_for_import,,physical_site,,general,government,,walk_in_friendly
resource_first_contact_homeless_helpline,provider_first_contact,First Contact,First Contact,First Contact,Homeless Helpline,other,crisis_services,other,hotline,homeless_helpline,,,,FL,211,,https://firstcontact.org/,,Homeless helpline / coordinated entry candidate.,Phone/intake resource; do not map as physical service unless a public office is verified.,Pinellas County,false,,,unknown,pending,true,https://firstcontact.org/,official,high,,,intake_only_no_address,false,high,needs_review,Phone/web intake resource only.,phone_web_intake,,general,government,,hotline
resource_first_contact_veteran_services,provider_first_contact,First Contact,First Contact,First Contact,Veteran Services,other,housing_assistance,other,housing_navigation,veteran_support,,,,FL,211,,https://firstcontact.org/,,Veteran services navigation candidate.,Phone/intake resource; confirm specific program details.,Pinellas County,false,,,unknown,pending,true,https://firstcontact.org/,official,medium,,,intake_only_no_address,false,medium,needs_review,Phone/web intake resource only.,phone_web_intake,,veterans,government,,veterans
resource_first_contact_pinellas_rapid_re_housing_collaborative,provider_first_contact,First Contact,First Contact,First Contact,Pinellas Rapid Re-Housing Collaborative,other,housing_assistance,other,housing_navigation,housing_support,,,,FL,211,,https://firstcontact.org/,,Rapid re-housing navigation candidate.,Phone/intake resource; confirm program route before import.,Pinellas County,false,true,true,unknown,pending,true,https://firstcontact.org/,official,medium,,,intake_only_no_address,false,medium,needs_review,Phone/web intake resource only.,phone_web_intake,,general,government,,
resource_hope_villages_of_america_the_haven_emergency_safe_house,provider_hope_villages_of_america,Hope Villages of America,Hope Villages of America,Hope Villages of America,The Haven Emergency Safe House,shelter,shelter,shelter,dv,domestic_violence_shelter,,,,FL,,,https://hopevillagesofamerica.org/,,Domestic violence emergency safe house candidate.,Confidential/sensitive location. Use intake contact only unless public address is verified safe.,Pinellas County,false,,,unknown,pending,true,https://hopevillagesofamerica.org/,official,high,,,confidential_no_map,false,high,needs_review,Confidential DV safe house. Do not map.,confidential_phone_web,,general,nonprofit,,"domestic_violence,hotline,confidential_location"
resource_hope_villages_of_america_outreach_center,provider_hope_villages_of_america,Hope Villages of America,Hope Villages of America,Hope Villages of America,Outreach Center,other,community_center,other,drop_in_center,outreach_center,,,,FL,,,https://hopevillagesofamerica.org/,,Outreach center candidate.,Verify public address and hours before map import.,Pinellas County,true,,,unknown,pending,true,https://hopevillagesofamerica.org/,official,medium,,,intake_only_no_address,false,medium,needs_review,Needs public address confirmation.,phone_web_intake,,families,nonprofit,,
resource_hope_villages_of_america_food_distribution_and_basic_needs,provider_hope_villages_of_america,Hope Villages of America,Hope Villages of America,Hope Villages of America,Food Distribution and Basic Needs,food,food,food,groceries,food_assistance,,Clearwater,FL,33756,,,https://hopevillagesofamerica.org/,,Food and basic needs support candidate.,Verify current pantry/distribution schedule before import.,Pinellas County,true,,,unknown,pending,true,https://hopevillagesofamerica.org/,official,medium,27.94421,-82.79216,zip_centroid_estimate,true,medium,ready_for_import,,physical_site,,general,nonprofit,,walk_in_friendly
resource_hope_villages_of_america_housing_stability_services,provider_hope_villages_of_america,Hope Villages of America,Hope Villages of America,Hope Villages of America,Housing Stability Services,other,housing_assistance,other,housing_navigation,housing_support,,Clearwater,FL,33756,,,https://hopevillagesofamerica.org/,,Housing stability / housing support candidate.,Verify intake process before import.,Pinellas County,false,true,true,unknown,pending,true,https://hopevillagesofamerica.org/,official,medium,27.94421,-82.79216,zip_centroid_estimate,true,medium,ready_for_import,,physical_site,,general,nonprofit,,
resource_hope_villages_of_america_express_center,provider_hope_villages_of_america,Hope Villages of America,Hope Villages of America,Hope Villages of America,Express Center,other,community_center,other,drop_in_center,express_center,,Clearwater,FL,33755,,,https://hopevillagesofamerica.org/,,Express center candidate.,Verify services offered at location before import.,Pinellas County,true,,,unknown,pending,true,https://hopevillagesofamerica.org/,official,medium,27.979046,-82.78302,zip_centroid_estimate,true,medium,ready_for_import,,physical_site,,families,nonprofit,,
resource_casa_pinellas_domestic_violence_shelter_and_support_services,provider_casa_pinellas,CASA Pinellas,CASA Pinellas,CASA Pinellas,Domestic Violence Shelter and Support Services,shelter,shelter,shelter,crisis_support,domestic_violence_support,,St. Petersburg,FL,33701,727-895-4912,,https://casa-stpete.org/,,Domestic violence shelter/support services candidate.,Confidential/sensitive services. Map only public office if safe.,Pinellas County,false,,,unknown,pending,true,https://casa-stpete.org/,state_coalition + official,high,27.77189,-82.63835,zip_centroid_estimate,true,high,ready_for_import,Use public-facing location/intake only; shelter location may be confidential.,confidential_phone_web,,domestic_violence_survivors,nonprofit,,domestic_violence
resource_pinellas_safe_harbor_emergency_shelter_jail_diversion,provider_pinellas_safe_harbor,Pinellas Safe Harbor,Pinellas Safe Harbor,Pinellas Safe Harbor,Emergency Shelter / Jail Diversion,shelter,shelter,shelter,emergency,emergency_shelter,,,,FL,,,https://pinellas.gov/,,Emergency shelter / jail diversion candidate.,Verify current public intake process and address before map import.,Pinellas County,true,,,unknown,pending,true,https://pinellas.gov/,county_directory,medium,,,intake_only_no_address,false,high,needs_review,Needs address confirmation before map import.,phone_intake,,general,nonprofit,,
resource_pinellas_hope_catholic_charities_emergency_shelter,provider_pinellas_hope_catholic_charities,Pinellas Hope (Catholic Charities),Pinellas Hope / Catholic Charities,Pinellas Hope (Catholic Charities),Emergency Shelter,shelter,shelter,shelter,emergency,emergency_shelter,5726 126th Ave N,Clearwater,FL,33760,,,https://www.ccdosp.org/pinellas-hope/,,Emergency shelter candidate.,Verify current capacity and intake requirements before import.,Pinellas County,true,,,unknown,pending,true,https://www.ccdosp.org/pinellas-hope/,organization_site,high,27.8836,-82.7167,address_verified,true,high,ready_for_import,,physical_site,,general,"nonprofit,faith_based",,walk_in_friendly
resource_pinellas_hope_catholic_charities_medical_respite_program,provider_pinellas_hope_catholic_charities,Pinellas Hope (Catholic Charities),Pinellas Hope / Catholic Charities,Pinellas Hope (Catholic Charities),Medical Respite Program,medical,medical,medical,recuperative_care,medical_respite,5726 126th Ave N,Clearwater,FL,33760,,,https://www.ccdosp.org/pinellas-hope/,,Medical respite candidate.,Confirm referral and eligibility process before import.,Pinellas County,false,true,true,unknown,pending,true,https://www.ccdosp.org/pinellas-hope/,organization_site,high,27.8836,-82.7167,address_verified,true,medium,ready_for_import,,physical_site,,general,"nonprofit,faith_based",
resource_pinellas_hope_catholic_charities_adult_education_and_job_readiness,provider_pinellas_hope_catholic_charities,Pinellas Hope (Catholic Charities),Pinellas Hope / Catholic Charities,Pinellas Hope (Catholic Charities),Adult Education and Job Readiness,work_exchange,employment,work_exchange,job_training,job_readiness,5726 126th Ave N,Clearwater,FL,33760,,,https://www.ccdosp.org/pinellas-hope/,,Adult education and job readiness candidate.,Verify whether service is restricted to residents before import.,Pinellas County,false,,,unknown,pending,true,https://www.ccdosp.org/pinellas-hope/,organization_site,high,27.8836,-82.7167,address_verified,true,medium,ready_for_import,,physical_site,,general,"nonprofit,faith_based",
resource_pinellas_hope_catholic_charities_substance_abuse_and_mental_health_referrals,provider_pinellas_hope_catholic_charities,Pinellas Hope (Catholic Charities),Pinellas Hope / Catholic Charities,Pinellas Hope (Catholic Charities),Substance Abuse and Mental Health Referrals,medical,medical,medical,counseling,behavioral_health,5726 126th Ave N,Clearwater,FL,33760,,,https://www.ccdosp.org/pinellas-hope/,,Behavioral health referral candidate.,Verify service scope and referral process before import.,Pinellas County,false,true,true,unknown,pending,true,https://www.ccdosp.org/pinellas-hope/,organization_site,high,27.8836,-82.7167,address_verified,true,medium,ready_for_import,,physical_site,,general,"nonprofit,faith_based",
resource_pinellas_county_health_program_pinellas_county_offices,provider_pinellas_county_health_program,Pinellas County Health Program,Pinellas County Health Program,Pinellas County Health Program,Pinellas County Offices,medical,medical,medical,primary_care,free_clinic,,Clearwater,FL,33756,727-464-4200,,https://pinellas.gov/programs/health-program/,,Health program candidate.,Confirm clinic/access locations before importing as physical site.,Pinellas County,false,true,false,unknown,pending,true,https://pinellas.gov/programs/health-program/,government_site,high,27.94421,-82.79216,zip_centroid_estimate,true,medium,ready_for_import,,physical_site,,general,government,,
resource_pinellas_coalition_to_end_homelessness_coordinated_entry_and_resource_navigation,provider_pinellas_coalition_to_end_homelessness,Pinellas Coalition to End Homelessness,Pinellas Coalition to End Homelessness,Pinellas Coalition to End Homelessness,Coordinated Entry and Resource Navigation,other,community_center,other,resource_navigation,resource_navigation,,Pinellas County,FL,,727-582-7914,,https://www.pinellashomeless.org/,,Coordinated entry/resource navigation candidate.,Verify whether this should appear as phone/web intake only.,Pinellas County,false,true,true,unknown,pending,true,https://www.pinellashomeless.org/,organization_site,high,27.8764,-82.7779,zip_centroid_estimate,true,high,ready_for_import,Countywide coordinate estimate; not a precise service desk unless verified.,phone_web_intake,,general,nonprofit,,
resource_hillsborough_county_social_services_homeless_services_and_navigation,provider_hillsborough_county_social_services,Hillsborough County Social Services,Hillsborough County Social Services,Hillsborough County Social Services,Homeless Services and Navigation,other,community_center,other,resource_navigation,resource_navigation,,Tampa,FL,33602,813-272-5220,,https://www.hillsboroughcounty.org/en/residents/social-services/homeless-services,,County homeless services/navigation candidate.,Verify exact office/service location before import.,Hillsborough County,false,true,false,unknown,pending,true,https://www.hillsboroughcounty.org/en/residents/social-services/homeless-services,county_government_site,high,27.9614,-82.4597,zip_centroid_estimate,true,high,ready_for_import,,phone_web_intake,,general,government,,
resource_first_contact_211_community_resource_connections,provider_first_contact,First Contact,First Contact,First Contact,211 Community Resource Connections,other,community_center,other,resource_navigation,resource_navigation,,,,FL,211,,https://firstcontact.org/,,211 resource navigation and referral candidate.,Phone/web resource. Do not map as a physical site.,Pinellas County,false,,,unknown,pending,true,https://firstcontact.org/,organization_site,high,,,intake_only_no_address,false,high,needs_review,Phone/web intake resource only.,phone_web_intake,,general,government,,
resource_casa_pinellas_hotline_crisis_support,provider_casa_pinellas,CASA Pinellas,CASA Pinellas,CASA Pinellas,Hotline / Crisis Support,other,crisis_services,other,hotline,crisis_hotline,,,,FL,727-895-4912,,https://casa-stpete.org/,,Domestic violence hotline/crisis support candidate.,Phone/web resource. Do not map as a shelter location.,Pinellas County,false,,,unknown,pending,true,https://casa-stpete.org/,organization_site,high,,,confidential_no_map,false,high,needs_review,Hotline resource only; no map marker.,phone_intake,,general,nonprofit,,"domestic_violence,hotline,confidential_location"
resource_hope_villages_of_america_emergency_safe_house_intake,provider_hope_villages_of_america,Hope Villages of America,Hope Villages of America,Hope Villages of America,Emergency Safe House Intake,other,crisis_services,other,hotline,hotline_intake,,,,FL,,,https://hopevillagesofamerica.org/,,Emergency safe house intake candidate.,Confidential/sensitive location. Do not map safe house location.,Pinellas County,false,,,unknown,pending,true,https://hopevillagesofamerica.org/,organization_site,high,,,confidential_no_map,false,high,needs_review,Confidential intake only.,confidential_phone_web,,general,nonprofit,,"domestic_violence,hotline,confidential_location"
resource_saint_francis_house_shelter_and_basic_needs,provider_saint_francis_house,Saint Francis House,Saint Francis House,Saint Francis House,Shelter and Basic Needs,shelter,shelter,shelter,emergency,emergency_shelter,,St. Petersburg,FL,33701,,,https://stfrancishouse.org/,,Shelter/basic needs candidate.,Verify address and intake before import.,Pinellas County,true,,,unknown,pending,true,https://stfrancishouse.org/,organization_site,medium,27.77189,-82.63835,zip_centroid_estimate,true,medium,ready_for_import,,physical_site,,general,nonprofit,,walk_in_friendly
resource_st_vincent_de_paul_cares_resource_center_and_shelter_services,provider_st_vincent_de_paul_cares,St. Vincent de Paul CARES,St. Vincent de Paul CARES,St. Vincent de Paul CARES,Resource Center and Shelter Services,shelter,shelter,shelter,service_center,service_center,,St. Petersburg,FL,33701,,,https://svdpsp.org/,,Resource center/shelter services candidate.,Verify exact resource center services before import.,Pinellas County,true,,,unknown,pending,true,https://svdpsp.org/,organization_site,medium,27.77189,-82.63835,zip_centroid_estimate,true,medium,ready_for_import,,physical_site,,general,nonprofit,,walk_in_friendly
resource_lighthouse_ministries_shelter_and_meal_services,provider_lighthouse_ministries,Lighthouse Ministries,Lighthouse Ministries,Lighthouse Ministries,Shelter and Meal Services,shelter,shelter,shelter,emergency,emergency_shelter,,Lakeland,FL,33801,,,https://lighthousemin.org/,,Shelter/meal services candidate.,Verify current location and intake requirements before import.,Polk County,true,,,unknown,pending,true,https://lighthousemin.org/,organization_site,medium,28.03947,-81.9498,zip_centroid_estimate,true,high,ready_for_import,,physical_site,,general,faith_based,,walk_in_friendly
resource_talbot_house_ministries_good_samaritan_free_clinic,provider_talbot_house_ministries,Talbot House Ministries,Talbot House Ministries,Talbot House Ministries,Good Samaritan Free Clinic,medical,medical,medical,primary_care,free_clinic,,Lakeland,FL,33801,,,https://talbothouse.org/,,Free clinic candidate.,Verify clinic schedule and eligibility before import.,Polk County,false,,,unknown,pending,true,https://talbothouse.org/,organization_site,medium,28.03947,-81.9498,zip_centroid_estimate,true,medium,ready_for_import,,physical_site,,general,"nonprofit,faith_based",
resource_talbot_house_ministries_good_samaritan_food_pantry,provider_talbot_house_ministries,Talbot House Ministries,Talbot House Ministries,Talbot House Ministries,Good Samaritan Food Pantry,food,food,food,pantry,food_pantry,,Lakeland,FL,33801,,,https://talbothouse.org/,,Food pantry candidate.,Verify pantry schedule before import.,Polk County,true,,,unknown,pending,true,https://talbothouse.org/,organization_site,medium,28.03947,-81.9498,zip_centroid_estimate,true,medium,ready_for_import,,physical_site,,general,"nonprofit,faith_based",,walk_in_friendly
resource_talbot_house_ministries_affordable_housing_rehousing_referrals,provider_talbot_house_ministries,Talbot House Ministries,Talbot House Ministries,Talbot House Ministries,Affordable Housing / Rehousing Referrals,other,housing_assistance,other,housing_navigation,housing_support,,Polk County,FL,,,,https://talbothouse.org/,,Housing/referral candidate.,County-level coordinate only; verify exact service location before map import.,Polk County,false,true,true,unknown,pending,true,https://talbothouse.org/,organization_site,medium,,,zip_centroid_estimate,false,medium,needs_review,Needs exact location before map import.,phone_web_intake,,general,"nonprofit,faith_based",
resource_lighthouse_ministries_job_training_and_life_learning,provider_lighthouse_ministries,Lighthouse Ministries,Lighthouse Ministries,Lighthouse Ministries,Job Training and Life Learning,work_exchange,employment,work_exchange,job_training,job_readiness,,Lakeland,FL,33801,,,https://lighthousemin.org/,,Job training/life skills candidate.,Verify whether program is resident-only.,Polk County,false,,,unknown,pending,true,https://lighthousemin.org/,organization_site,medium,28.03947,-81.9498,zip_centroid_estimate,true,medium,ready_for_import,,physical_site,,general,faith_based,,
resource_catholic_charities_tampa_hope_emergency_shelter_temporary_housing,provider_catholic_charities_tampa_hope,Catholic Charities Tampa Hope,Catholic Charities Tampa Hope,Catholic Charities Tampa Hope,Emergency Shelter / Temporary Housing,shelter,shelter,shelter,emergency,emergency_shelter,,Tampa,FL,33605,,,https://www.ccdosp.org/tampa-hope/,,Emergency shelter / temporary housing candidate.,Verify exact intake and public address before map import.,Hillsborough County,true,,,unknown,pending,true,https://www.ccdosp.org/tampa-hope/,organization_site,medium,,,zip_centroid_estimate,false,medium,needs_review,Missing coordinates; geocode before map import.,physical_site,,general,"nonprofit,faith_based",,walk_in_friendly
resource_jwb_childrens_services_council_of_pinellas_youth_family_support_navigation,provider_jwb_childrens_services_council_of_pinellas,JWB Children's Services Council of Pinellas,JWB Children's Services Council of Pinellas,JWB Children's Services Council of Pinellas,Youth / Family Support Navigation,other,community_center,other,family_support,family_support,,Clearwater,FL,33756,,,https://www.jwbpinellas.org/,,Youth/family support navigation candidate.,Verify resource scope before import.,Pinellas County,false,,,unknown,pending,true,https://www.jwbpinellas.org/,government_site,medium,,,zip_centroid_estimate,false,medium,needs_review,Needs exact program/location decision.,phone_web_intake,,"youth,families",government,,
resource_rcs_pinellas_food_pantry_assistance,provider_rcs_pinellas,RCS Pinellas,RCS Pinellas,RCS Pinellas,Food Pantry / Assistance,food,food,food,pantry,food_pantry,,Pinellas Park,FL,33781,,,https://rcspinellas.org/,,Food pantry/assistance candidate.,Verify address and pantry schedule before import.,Pinellas County,true,,,unknown,pending,true,https://rcspinellas.org/,organization_site,medium,,,zip_centroid_estimate,false,medium,needs_review,Needs geocode/address confirmation before map import.,physical_site,,general,nonprofit,,walk_in_friendly
resource_metropolitan_ministries_pasquotank_tent_campus_style_support,provider_metropolitan_ministries,Metropolitan Ministries,Metropolitan Ministries,Metropolitan Ministries,Pasquotank Tent Campus-style Support,shelter,shelter,shelter,emergency,emergency_shelter,2002 N Florida Ave,Tampa,FL,33602,813-209-1000,,https://www.metromin.org/,,Emergency housing/tent campus style support candidate.,Verify program naming. Row retained as candidate because source text suggests temporary housing support.,Hillsborough County,true,,,unknown,pending,true,https://www.metromin.org/,organization_site,medium,27.9614,-82.4597,address_verified,true,medium,ready_for_import,Potential duplicate of Metropolitan Ministries emergency shelter; review before live import.,physical_site,,general,"nonprofit,faith_based",,walk_in_friendly
resource_hillsborough_county_social_services_financial_assistance_and_homeless_prevention,provider_hillsborough_county_social_services,Hillsborough County Social Services,Hillsborough County Social Services,Hillsborough County Social Services,Financial Assistance and Homeless Prevention,other,housing_assistance,other,housing_navigation,housing_support,,Tampa,FL,33602,813-272-5220,,https://www.hillsboroughcounty.org/en/residents/social-services/financial-assistance,,Housing stability / financial assistance candidate.,Verify eligibility and application process before import.,Hillsborough County,false,true,false,unknown,pending,true,https://www.hillsboroughcounty.org/en/residents/social-services/financial-assistance,county_government_site,high,27.9614,-82.4597,zip_centroid_estimate,true,high,ready_for_import,,phone_web_intake,,general,government,,
resource_careersource_tampa_bay_tampa_center,provider_careersource_tampa_bay,CareerSource Tampa Bay,CareerSource Tampa Bay,CareerSource Tampa Bay,Tampa Center,work_exchange,employment,work_exchange,career_center,career_center,,Tampa,FL,33614,813-930-7400,,https://www.careersourcetampabay.com/locations/,,Career center / employment resource.,Verify address and hours before import.,Hillsborough County,true,,,unknown,pending,true,https://www.careersourcetampabay.com/locations/,official,high,28.00619,-82.50598,zip_centroid_estimate,true,high,ready_for_import,,physical_site,,general,government,,walk_in_friendly
resource_careersource_tampa_bay_tampa_center_2,provider_careersource_tampa_bay,CareerSource Tampa Bay,CareerSource Tampa Bay,CareerSource Tampa Bay,Tampa Center 2,work_exchange,employment,work_exchange,career_center,career_center,,Tampa,FL,33619,813-930-7400,,https://www.careersourcetampabay.com/locations/,,Career center / employment resource.,Verify whether separate location from Tampa Center before import.,Hillsborough County,true,,,unknown,pending,true,https://www.careersourcetampabay.com/locations/,official,high,27.93536,-82.37841,zip_centroid_estimate,true,medium,ready_for_import,Potential duplicate/alternate Tampa location. Review before live import.,physical_site,,general,government,,walk_in_friendly
resource_catholic_charities_dosp_refugee_resettlement_and_case_management,provider_catholic_charities_dosp,Catholic Charities DOSP,Catholic Charities DOSP,Catholic Charities DOSP,Refugee Resettlement and Case Management,other,community_center,other,supportive_services,supportive_services,,Tampa,FL,33607,,,https://www.ccdosp.org/,,Case management/supportive services candidate.,Verify target population and office before import.,Hillsborough County,false,true,false,unknown,pending,true,https://www.ccdosp.org/,organization_site,high,27.9614,-82.4597,zip_centroid_estimate,true,medium,ready_for_import,,physical_site,,general,"nonprofit,faith_based",
resource_herlando_county_parks_recreation_linda_pedersen_park_at_jenkins_creek,provider_hernando_county_parks_recreation,HERLANDO County Parks & Recreation,Hernando County Parks,Hernando County Parks & Recreation,Linda Pedersen Park at Jenkins Creek,outdoor_space,day_use_space,outdoor_space,park,day_use_park_with_showers,6400 Shoal Line Blvd,Spring Hill,FL,34607,,,https://www.hernandocounty.us/departments/departments-n-z/parks-and-recreation,,Public day-use park with restrooms/showers candidate.,Verify shower/restroom access and hours before import.,Hernando County,true,false,false,unknown,pending,true,https://www.hernandocounty.us/departments/departments-n-z/parks-and-recreation,government_site,high,28.5297,-82.6255,address_verified,true,high,ready_for_import,Provider name typo in source row retained; canonical provider fixes spelling.,physical_site,,general,government,"showers,restrooms,outdoor_space,parking","day_use_space,outdoor_space,walk_in_friendly"
