id,name,description,category,subcategory,address_street,address_city,address_state,address_zip,lat,lng,phone,email,website,availability_status,beds_total,beds_available,walk_ins_accepted,requires_id,requires_referral,age_min,age_max,gender_restriction,hours_of_operation,verification_status,is_active,access_type,is_map_ready,languages_spoken,tags
f285a76b-a6a2-499c-aff1-92ce52c2a354,Daystar Life Center,"Free hot meals, food pantry, hygiene supplies, and clothing for homeless and low-income individuals in St. Petersburg.",food,Hot Meals & Pantry,621 14th St N,St. Petersburg,FL,33705,27.7785,-82.6638,(727) 822-2828,,https://daystarlifecenterpinellas.com,available,,,true,false,false,,,any,"{""monday"":""11:00 AM - 1:00 PM"",""tuesday"":""11:00 AM - 1:00 PM"",""wednesday"":""11:00 AM - 1:00 PM"",""thursday"":""11:00 AM - 1:00 PM"",""friday"":""11:00 AM - 1:00 PM"",""saturday"":""11:00 AM - 1:00 PM"",""sunday"":""Closed""}",verified,true,onsite,true,English|Spanish,hot meals|hygiene|clothing|no ID|daily
098a208c-7ada-44c4-afe7-2bf88c39a926,ECHO Food Pantry - Clearwater,"Food pantry serving Clearwater and surrounding communities with groceries and household essentials.",food,Food Pantry,2650 McCormick Dr,Clearwater,FL,33759,27.9846,-82.7459,(727) 726-5743,,https://www.echofoodpantry.org,available,,,true,false,false,,,any,"{""monday"":""9:00 AM - 12:00 PM"",""tuesday"":""Closed"",""wednesday"":""9:00 AM - 12:00 PM"",""thursday"":""Closed"",""friday"":""9:00 AM - 12:00 PM"",""saturday"":""9:00 AM - 12:00 PM"",""sunday"":""Closed""}",verified,true,onsite,true,English|Spanish,groceries|food pantry|household essentials
c86d2f20-3441-44cf-9992-6b163de92f76,Meals on Wheels of Tampa Bay,"Home-delivered nutritious meals for homebound seniors and adults with disabilities who cannot prepare their own food.",food,Home-Delivered Meals,4702 George Rd,Tampa,FL,33634,27.9726,-82.5623,(813) 238-8410,,https://www.mowbay.org,available,,,false,false,true,,,any,"{""monday"":""Delivery M-F"",""tuesday"":""Delivery M-F"",""wednesday"":""Delivery M-F"",""thursday"":""Delivery M-F"",""friday"":""Delivery M-F"",""saturday"":""Closed"",""sunday"":""Closed""}",verified,true,onsite,true,English,seniors|home delivery|elderly|disabilities
20a6c852-da21-41ce-bd56-1b1046924719,Salvation Army - New Port Richey,"Emergency food assistance, clothing, utility help, and disaster relief services for Pasco County residents.",food,Food Pantry & Emergency Aid,7728 New York Ave,Hudson,FL,34667,28.3613,-82.6958,(727) 862-6900,,https://salvationarmyflorida.org,available,,,true,false,false,,,any,{},verified,false,onsite,true,English,food pantry|emergency|utilities|clothing|disaster relief
1e963dea-d2bc-41e0-a879-027f0b280f71,St. Vincent de Paul Society - Tampa,"Food pantry, thrift store, and emergency financial assistance for families and individuals in need.",food,Food Pantry,9100 N Gainesville St,Tampa,FL,33617,27.9935,-82.4071,(813) 980-5858,,https://svdptampa.org,available,,,true,false,false,,,any,"{""monday"":""9:00 AM - 12:00 PM"",""tuesday"":""9:00 AM - 12:00 PM"",""wednesday"":""9:00 AM - 12:00 PM"",""thursday"":""9:00 AM - 12:00 PM"",""friday"":""9:00 AM - 12:00 PM"",""saturday"":""Closed"",""sunday"":""Closed""}",verified,true,onsite,true,English|Spanish,food pantry|clothing|financial assistance|thrift
d9cb0e1e-8fa3-4d41-8472-43657ee9ca08,Trinity Café,"Free hot meals served daily with dignity in a restaurant-style setting. No ID or proof of need required.",food,Hot Meals,2101 N Rome Ave,Tampa,FL,33607,27.9662,-82.4712,(813) 875-3290,,https://www.trinitycafe.org,available,,,true,false,false,,,any,"{""monday"":""11:00 AM - 12:30 PM"",""tuesday"":""11:00 AM - 12:30 PM"",""wednesday"":""11:00 AM - 12:30 PM"",""thursday"":""11:00 AM - 12:30 PM"",""friday"":""11:00 AM - 12:30 PM"",""saturday"":""11:00 AM - 12:30 PM"",""sunday"":""11:00 AM - 12:30 PM""}",verified,true,onsite,true,English|Spanish,free meals|no ID|daily|lunch
00000000-0000-0000-0000-000000000101,FREE English Class,"Free English classes. 6pm on Fridays.",work_exchange,English Classes,1875 Nursery Rd.,Clearwater,FL,33764,27.949,-82.4593,,,, available,,,true,false,false,,,any,"{""friday"":""{open: 18:00}""}",verified,true,onsite,true,English|Spanish,lesson|español|english|free|clearwater
98f88b50-4678-41b8-899e-e48f0a78b4fc,BayCare Behavioral Health - St. Petersburg,"Inpatient and outpatient psychiatric care, crisis stabilization, and addiction treatment for adults and children.",mental_health,Psychiatric Care,4024 Central Ave,St. Petersburg,FL,33711,27.7692,-82.685,(727) 820-3434,,https://baycare.org/services/behavioral-health,available,,,true,false,false,,,any,{},verified,true,onsite,true,English,psychiatric|crisis|addiction|inpatient|children|24/7
e3a5dc50-b804-42c6-872a-371bf58bf3f7,Boley Centers,"Mental health treatment, psychiatric services, housing, and employment support for adults with serious mental illness.",mental_health,Psychiatric & Housing Services,445 31st St N,St. Petersburg,FL,33713,27.7827,-82.6853,727-824-5745,info@boleycenters.org,https://www.boleycenters.org,unknown,,,true,false,false,,,any,{},pending,true,onsite,true,English,mental health|psychiatric|housing|employment|serious mental illness
d7a20433-3f6a-4de1-b703-1ceee6299359,Crisis Center of Tampa Bay,"24/7 crisis intervention, counseling, and suicide prevention services. Call 211 or 988 for immediate help.",mental_health,Crisis Intervention,1 Crisis Center Plaza,Tampa,FL,33612,27.9741,-82.4528,(813) 964-1964,,https://www.crisiscenter.com,available,,,true,false,false,,,any,"{""monday"":""Open 24/7"",""tuesday"":""Open 24/7"",""wednesday"":""Open 24/7"",""thursday"":""Open 24/7"",""friday"":""Open 24/7"",""saturday"":""Open 24/7"",""sunday"":""Open 24/7""}",verified,true,onsite,true,English|Spanish,crisis|suicide prevention|211|988|24/7|counseling
f8c81920-5a8d-4963-b079-ca37ace53f73,DACCO Behavioral Health,"Substance abuse treatment, mental health counseling, and recovery support services for adults and adolescents.",mental_health,Substance Abuse Treatment,4422 E Columbus Dr,Tampa,FL,33605,27.959,-82.4258,(813) 246-4899,,https://www.dacco.org,limited,,,true,false,false,,,any,"{""monday"":""8:00 AM - 5:00 PM"",""tuesday"":""8:00 AM - 5:00 PM"",""wednesday"":""8:00 AM - 5:00 PM"",""thursday"":""8:00 AM - 5:00 PM"",""friday"":""8:00 AM - 5:00 PM"",""saturday"":""Closed"",""sunday"":""Closed""}",verified,true,onsite,true,English|Spanish,substance abuse|recovery|mental health|adolescents
56aed7fd-b68f-453a-bf5c-d01edbda3f8c,Directions for Mental Health,"Outpatient mental health and substance abuse counseling, crisis stabilization, and case management services.",mental_health,Outpatient Counseling,1437 S Belcher Rd,Clearwater,FL,33764,27.9453,-82.7435,(727) 524-4464,,https://www.d4mh.org,available,,,true,false,false,,,any,"{""monday"":""8:00 AM - 5:00 PM"",""tuesday"":""8:00 AM - 5:00 PM"",""wednesday"":""8:00 AM - 5:00 PM"",""thursday"":""8:00 AM - 5:00 PM"",""friday"":""8:00 AM - 5:00 PM"",""saturday"":""Closed"",""sunday"":""Closed""}",verified,true,onsite,true,English|Spanish,mental health|substance abuse|crisis stabilization|counseling
3b5912cb-0280-451d-914e-d3caf7305483,Pasco Behavioral Health - Morton Plant Hospital,"Inpatient psychiatric services, crisis stabilization, and outpatient behavioral health care for Pasco County residents.",mental_health,Inpatient Psychiatric Care,2140 Fleischmann Rd,New Port Richey,FL,34655,28.2603,-82.6938,(727) 372-1440,,https://baycare.org/mortonplant,available,,,true,false,false,,,any,"{""monday"":""Open 24/7"",""tuesday"":""Open 24/7"",""wednesday"":""Open 24/7"",""thursday"":""Open 24/7"",""friday"":""Open 24/7"",""saturday"":""Open 24/7"",""sunday"":""Open 24/7""}",rejected,true,onsite,true,English,psychiatric|crisis|inpatient|24/7|outpatient
2d40d36a-02dc-4280-b0f0-e2341def55cf,BayCare Community Health Centers - Tampa,"Affordable primary care, behavioral health, and dental services regardless of ability to pay. Sliding-scale fees available.",medical,Community Health Center,1208 N Parker St,Tampa,FL,33602,27.9659,-82.4567,(813) 396-9500,,https://baycare.org/community-health,available,,,true,false,false,,,any,"{""monday"":""8:00 AM - 5:00 PM"",""tuesday"":""8:00 AM - 5:00 PM"",""wednesday"":""8:00 AM - 5:00 PM"",""thursday"":""8:00 AM - 5:00 PM"",""friday"":""8:00 AM - 5:00 PM"",""saturday"":""Closed"",""sunday"":""Closed""}",verified,true,onsite,true,English|Spanish|Haitian Creole,primary care|sliding scale|dental|uninsured|affordable
0cfbf885-55f1-4b6b-8aa6-66d67f9ba980,BayCare Medical Group - Dade City,"Primary care clinic offering affordable medical services to uninsured and underinsured Pasco County residents.",medical,Primary Care,13100 Fort King Rd,Dade City,FL,33525,28.3641,-82.2061,(352) 521-1100,,https://baycare.org,available,,,true,false,false,,,any,"{""monday"":""8:00 AM - 5:00 PM"",""tuesday"":""8:00 AM - 5:00 PM"",""wednesday"":""8:00 AM - 5:00 PM"",""thursday"":""8:00 AM - 5:00 PM"",""friday"":""8:00 AM - 5:00 PM"",""saturday"":""Closed"",""sunday"":""Closed""}",verified,true,onsite,true,English|Spanish,primary care|affordable|uninsured|east Pasco
7301b1e9-dd3b-4682-8821-a3d39f0c88ae,Community Health Centers of Pinellas,"Primary care, dental, behavioral health, and pharmacy services for uninsured and underinsured residents. Sliding-scale fees.",medical,Federally Qualified Health Center,2333 34th St N,St. Petersburg,FL,33713,27.7929,-82.6911,(727) 824-8181,,https://www.chcpinellas.org,available,,,true,false,false,,,any,{},pending,true,onsite,true,English|Spanish|French,primary care|dental|sliding scale|uninsured|pharmacy
18e382f5-0184-4ccd-8b2a-dbed1b3d6c3d,Legal Aid of Pinellas County,"Free civil legal representation for low-income Pinellas County residents in areas of housing, family, and consumer law.",legal,Civil Legal Aid,114 S Fort Harrison Ave,Clearwater,FL,33756,27.9617,-82.8015,(727) 443-0657,,https://www.legalaidfl.org,available,,,false,true,false,,,any,"{""monday"":""8:30 AM - 4:30 PM"",""tuesday"":""8:30 AM - 4:30 PM"",""wednesday"":""8:30 AM - 4:30 PM"",""thursday"":""8:30 AM - 4:30 PM"",""friday"":""8:30 AM - 4:30 PM"",""saturday"":""Closed"",""sunday"":""Closed""}",verified,true,onsite,true,English|Spanish,legal aid|housing|family law|income-based|free
150cd421-a6d5-4c25-a0f2-e7d77df7500f,Legal Aid Society of Hillsborough County,"Free civil legal services for low-income residents including housing, family law, immigration, and benefits assistance.",legal,Civil Legal Aid,1 N Dale Mabry Hwy,Tampa,FL,33609,27.9428,-82.51,(813) 272-5909,,https://www.legalaidhl.org,available,,,false,true,false,,,any,"{""monday"":""8:30 AM - 4:30 PM"",""tuesday"":""8:30 AM - 4:30 PM"",""wednesday"":""8:30 AM - 4:30 PM"",""thursday"":""8:30 AM - 4:30 PM"",""friday"":""8:30 AM - 4:30 PM"",""saturday"":""Closed"",""sunday"":""Closed""}",verified,true,onsite,true,English|Spanish,legal aid|housing|immigration|family law|income-based
b868c9d2-e946-455f-87b4-975d8256e102,Clothes to Kids - Tampa,"Free school clothing for low-income and homeless children K–12. Each child receives a full week of new or gently used clothes.",clothing,School Clothing,4012 Gunn Hwy,Tampa,FL,33618,28.0476,-82.5101,(813) 961-5920,,https://www.clothestokids.org/tampa,available,,,false,false,true,,,any,"{""monday"":""10:00 AM - 4:00 PM"",""tuesday"":""10:00 AM - 4:00 PM"",""wednesday"":""10:00 AM - 4:00 PM"",""thursday"":""10:00 AM - 4:00 PM"",""friday"":""10:00 AM - 4:00 PM"",""saturday"":""10:00 AM - 2:00 PM"",""sunday"":""Closed""}",verified,true,onsite,true,English|Spanish,children|school|clothing|K-12|free
623c8c46-8b29-40ee-ba41-69abf67d86b3,Pasco Kids First - Child Welfare,"Child welfare services, foster care support, and early childhood programs for at-risk families in Pasco County.",childcare,Child Welfare,8720 Gall Blvd,Zephyrhills,FL,33541,28.2339,-82.1731,,,https://www.pascokidsfirst.org,available,,,false,true,true,,,any,{},verified,false,onsite,true,English|Spanish,foster care|child welfare|early childhood|at-risk families
c114b2f2-aa9e-42bb-9237-3bb29e86511c,Pasco County Social Services,"County-run programs including emergency assistance, Medicaid enrollment help, and connection to housing and food resources.",other,County Social Services,7530 Little Rd,New Port Richey,FL,34654,28.2657,-82.7116,,,https://www.pascocountyfl.net/socialservices,available,,,true,true,false,,,any,{},verified,false,onsite,true,English|Spanish,Medicaid|benefits|housing|county|emergency assistance
1d8604b6-ae30-4919-b6fe-49312baf286f,Pinellas County Coordinated Entry - Homeless Services,"Central intake and assessment for homeless services in Pinellas County. Call 211 to connect to shelter, housing, and support.",other,Coordinated Entry,4641 66th St N,St. Petersburg,FL,33709,27.8196,-82.7195,(727) 442-9041,,https://pinellascounty.org/humanservices/homelessness,available,,,true,false,false,,,any,"{""monday"":""8:00 AM - 5:00 PM"",""tuesday"":""8:00 AM - 5:00 PM"",""wednesday"":""8:00 AM - 5:00 PM"",""thursday"":""8:00 AM - 5:00 PM"",""friday"":""8:00 AM - 5:00 PM"",""saturday"":""Closed"",""sunday"":""Closed""}",verified,true,onsite,true,English|Spanish,211|coordinated entry|intake|housing|county
